Type,Handle,Block,Layer,Linetype,Linetype Scale,Lineweight,Color,Displayed Color,Draw Order,Parent Id,Style:Overall scale,Style:Linear measurement factor,Style:Text height,Style:Dimension line gap,Style:Arrow size,Style:Dimension line increment,Style:Extension line extension,Style:Extension line offset,Style:Text position vertical,Style:Text horizontal,Style:Tick size,Style:Linear format,Style:Decimal places,Style:Decimal separator,Style:Zero suppression,Style:Angular format,Style:Angular decimal places,Style:Angular zero suppression,Style:Architectur tick,Style:Text color,Style:Arrow block,Style:Arrow block 1,Style:Arrow block 2,Center:X,Center:Y,Center:Z,Middle:X,Middle:Y,Middle:Z,Radius,Reversed,Diameter,Length,Sweep Angle,Area,Referenced Block,Position:X,Position:Y,Position:Z,Scale:X,Scale:Y,Scale:Z,Angle,Columns,Rows,Column Spacing,Row Spacing,Circumference,Major Point:X,Major Point:Y,Major Point:Z,Ratio,Start Parameter,End Parameter,Start Angle,End Angle,Start Point:X,Start Point:Y,Start Point:Z,End Point:X,End Point:Y,End Point:Z,Width,Height,Middle Point:X,Middle Point:Y,Middle Point:Z,Closed Periodic,Degree,Control Point:X,Control Point:Y,Control Point:Z,Fit Point:X,Fit Point:Y,Fit Point:Z,Knot Vector:Knot,Use Start Tangent,Start Tangent:X,Start Tangent:Y,Start Tangent:Z,Use End Tangent,End Tangent:X,End Tangent:Y,End Tangent:Z,Scale,Rotation,On,View Center:X,View Center:Y,View Target:X,View Target:Y,View Target:Z,Overall,Simple,Text Position:X,Text Position:Y,Text Position:Z,Text,,Plain Text,Font Name,Text Height,Text Width,Text Angle,X Scale,Bold,Italic,Line Spacing,Alignment:Horizontal,Alignment:Vertical,Backward,Upside Down,Invisible,Tag,Prompt,Name,Origin:X,Origin:Y,Origin:Z,Off,Frozen,Locked,Collapsed,Plottable,Snappable,Off is Freeze,Tab Order,Min Limits:X,Min Limits:Y,Min Limits:Z,Max Limits:X,Max Limits:Y,Max Limits:Z,Insertion Base:X,Insertion Base:Y,Insertion Base:Z,Min Extents:X,Min Extents:Y,Min Extents:Z,Max Extents:X,Max Extents:Y,Max Extents:Z,Plot Margins:Left,Plot Margins:Bottom,Plot Margins:Right,Plot Margins:Top,Plot Paper Size:Width,Plot Paper Size:Height,Plot Origin:X,Plot Origin:Y,Plot Window Area Min:X,Plot Window Area Min:Y,Plot Window Area Max:X,Plot Window Area Max:Y,Custom Scale:Numerator,Custom Scale:Denominator,Plot Paper Units,Plot Rotation,Plot Type,Use Standard Scale,Standard Scale,Standard Scale Type,Media Name,Description,Metric,Pattern,Hidden,Pixel Unit,Layout,Center Point,Polyline Pattern,Closed,Vertex:X,Vertex:Y,Vertex:Z,Vertex:Bulge,Vertex:Angle,Vertex:Start Width,Vertex:End Width,Global Width,Orientation,Size:Base Angle,Size:Size 1,Size:Size 2,Global Z,Solid,Alpha,Pattern:Name,Pattern:From Entity,Pattern:Angle,Pattern:Scale,Label,Tolerance:Upper Limit,Tolerance:Lower Limit,Flip First Arrow,Flip Second Arrow,Fixed Extension Line,Extension Line Length,Measured Value,Block Name,Auto Label Position,Dimension Line:X,Dimension Line:Y,Dimension Line:Z,Extension Point 1:X,Extension Point 1:Y,Extension Point 1:Z,Extension Point 2:X,Extension Point 2:Y,Extension Point 2:Z,Chord Point:X,Chord Point:Y,Chord Point:Z,Far Chord Point:X,Far Chord Point:Y,Far Chord Point:Z,Dimension Angle,Id,Attributes:MyAttribute,QCAD:PageSettings/Scale
Line,0x1159,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.041241452319,,,,,,,,,,4.712388980385,,,,,,,,,,,,,,88.724368670765,-84.294667454691,0,88.724368670765,-86.335908907011,0,,,88.724368670765,-85.315288180851,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,234,234
Line,0x115a,*Model_Space,0,By Layer,1,By Layer,By Layer,#000000,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,0,,,,,,,,,,,,,,60,14,0,84,14,0,,,72,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,235,235
Line,0x115b,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.715476066494,,,,,,,,,,4.712388980385,,,,,,,,,,,,,,90.311868670765,-79.703889288178,0,90.311868670765,-85.419365354672,0,,,90.311868670765,-82.561627321425,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,236,236
Line,0x115c,*Model_Space,0,By Layer,1,By Layer,By Layer,#000000,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.414213562373,,,,,,,,,,2.356194490192,,,,,,,,,,,,,,85,20,0,84,21,0,,,84.5,20.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,237,237
Line,0x115d,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.715476066494,,,,,,,,,,4.712388980385,,,,,,,,,,,,,,91.899368670765,-78.787345735839,0,91.899368670765,-84.502821802334,0,,,91.899368670765,-81.645083769086,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,238,238
Line,0x115e,*Model_Space,0,By Layer,1,By Layer,By Layer,#000000,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.414213562373,,,,,,,,,,3.926990816987,,,,,,,,,,,,,,85,15,0,84,14,0,,,84.5,14.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,239,239
Line,0x115f,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.715476066494,,,,,,,,,,4.712388980385,,,,,,,,,,,,,,93.486868670765,-77.870802183501,0,93.486868670765,-83.586278249995,0,,,93.486868670765,-80.728540216748,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,240,240
Line,0x1160,*Model_Space,thin,By Layer,1,By Layer,By Layer,#000000,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,3.14159265359,,,,,,,,,,,,,,85,18.5,0,75,18.5,0,,,80,18.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,241,241
Line,0x1161,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.715476066494,,,,,,,,,,4.712388980385,,,,,,,,,,,,,,95.074368670765,-76.954258631162,0,95.074368670765,-82.669734697656,0,,,95.074368670765,-79.811996664409,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,242,242
Line,0x1162,*Model_Space,center,By Layer,1,By Layer,By Layer,#ff0000,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,0,,,,,,,,,,,,,,57,0,0,88,0,0,,,72.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,243,243
Line,0x1163,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.715476066494,,,,,,,,,,4.712388980385,,,,,,,,,,,,,,96.661868670765,-76.037715078824,0,96.661868670765,-81.753191145318,0,,,96.661868670765,-78.895453112071,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,244,244
Line,0x1164,*Model_Space,thin,By Layer,1,By Layer,By Layer,#000000,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,0,,,,,,,,,,,,,,60,0,0,85,0,0,,,72.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,245,245
Line,0x1165,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.93928150967,,,,,,,,,,4.712388980385,,,,,,,,,,,,,,98.249368670765,-75.89736608331,0,98.249368670765,-80.836647592979,0,,,98.249368670765,-78.367006838145,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,246,246
Line,0x1166,*Model_Space,thin,By Layer,1,By Layer,By Layer,#000000,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2360679775,,,,,,,,,,0.942477796077,,,,,,,,,,,,,,74.273457471995,17.5,0,75,18.5,0,,,74.636728735997,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,247,247
Line,0x1167,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.898979485566,,,,,,,,,,4.712388980385,,,,,,,,,,,,,,99.836868670765,-76.813909635648,0,99.836868670765,-81.712889121215,0,,,99.836868670765,-79.263399378432,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,248,248
Line,0x1168,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.898979485567,,,,,,,,,,4.712388980385,,,,,,,,,,,,,,101.424368670765,-77.730453187987,0,101.424368670765,-82.629432673553,0,,,101.424368670765,-80.17994293077,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,249,249
Line,0x1169,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.898979485567,,,,,,,,,,4.712388980385,,,,,,,,,,,,,,103.011868670765,-78.646996740325,0,103.011868670765,-83.545976225892,0,,,103.011868670765,-81.096486483109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,250,250
Line,0x116a,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.138905738383,,,,,,,,,,4.712388980385,,,,,,,,,,,,,,104.599368670765,-79.563540292664,0,104.599368670765,-83.702446031047,0,,,104.599368670765,-81.632993161856,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,251,251
Line,0x116b,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.305818633706,,,,,,,,,,4.712388980385,,,,,,,,,,,,,,106.186868670765,-80.480083845003,0,106.186868670765,-82.785902478709,0,,,106.186868670765,-81.632993161856,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,252,252
Line,0x116c,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.472731529029,,,,,,,,,,4.712388980385,,,,,,,,,,,,,,107.774368670765,-81.396627397341,0,107.774368670765,-81.86935892637,0,,,107.774368670765,-81.632993161856,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,253,253
Line,0x116d,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.705536805241,,,,,,,,,,4.712388980385,,,,,,,,,,,,,,110.949368670765,-83.229714502018,0,110.949368670765,-84.935251307259,0,,,110.949368670765,-84.082482904639,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,254,254
Line,0x116e,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.960167690005,,,,,,,,,,4.712388980385,,,,,,,,,,,,,,106.186868670765,-84.418895640564,0,106.186868670765,-85.379063330569,0,,,106.186868670765,-84.898979485566,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,255,255
Line,0x116f,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.793254794682,,,,,,,,,,4.712388980385,,,,,,,,,,,,,,107.774368670765,-83.502352088225,0,107.774368670765,-86.295606882908,0,,,107.774368670765,-84.898979485566,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,256,256
Line,0x1170,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.265986323711,,,,,,,,,,4.712388980385,,,,,,,,,,,,,,109.361868670765,-82.585808535887,0,109.361868670765,-85.851794859598,0,,,109.361868670765,-84.218801697742,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,257,257
Line,0x1171,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.041241452319,,,,,,,,,,2.617993877992,,,,,,,,,,,,,,71.802669529664,-67.528276128801,0,70.034902576697,-66.507655402641,0,,,70.918786053181,-67.017965765721,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,258,258
Line,0x1172,*Model_Space,center,By Layer,1,By Layer,By Layer,#ff0000,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.204739481118,,,,,,,,,,3.665191429188,,,,,,,,,,,,,,110.498450160447,-81.113106325935,0,102.526911934581,-85.715476066494,0,,,106.512681047514,-83.414291196215,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,259,259
Line,0x1173,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.041241452319,,,,,,,,,,2.617993877992,,,,,,,,,,,,,,73.390169529664,-66.611732576462,0,71.622402576697,-65.591111850302,0,,,72.506286053181,-66.101422213382,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,260,260
Line,0x1174,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.240395966925,,,,,,,,,,2.617993877992,,,,,,,,,,,,,,70.208189014324,-64.774615269375,0,70,-64.654417285912,0,,,70.104094507162,-64.714516277644,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,261,261
Line,0x1175,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.041241452319,,,,,,,,,,2.617993877992,,,,,,,,,,,,,,74.977669529664,-65.695189024124,0,73.209902576697,-64.674568297964,0,,,74.093786053181,-65.184878661044,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,262,262
Line,0x1176,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.649113971497,,,,,,,,,,2.617993877992,,,,,,,,,,,,,,71.795689014324,-63.858071717036,0,70.367514421272,-63.033514731288,0,,,71.081601717798,-63.445793224162,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,263,263
Line,0x1177,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.041241452319,,,,,,,,,,2.617993877992,,,,,,,,,,,,,,76.565169529664,-64.778645471785,0,74.797402576697,-63.758024745625,0,,,75.681286053181,-64.268335108705,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,264,264
Line,0x1178,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.041241452319,,,,,,,,,,2.617993877992,,,,,,,,,,,,,,73.383189014324,-62.941528164698,0,71.615422061358,-61.920907438538,0,,,72.499305537841,-62.431217801618,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,265,265
Line,0x1179,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.041241452319,,,,,,,,,,2.617993877992,,,,,,,,,,,,,,78.152669529664,-63.862101919447,0,76.384902576697,-62.841481193287,0,,,77.268786053181,-63.351791556367,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,266,266
Line,0x117a,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.041241452319,,,,,,,,,,2.617993877992,,,,,,,,,,,,,,74.970689014324,-62.024984612359,0,73.202922061358,-61.0043638862,0,,,74.086805537841,-61.514674249279,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,267,267
Line,0x117b,*Model_Space,center,By Layer,1,By Layer,By Layer,#ff0000,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.191835884531,,,,,,,,,,5.763268213476,,,,,,,,,,,,,,52.993479380873,-70.264587505853,0,87.006520619128,-89.735412494147,0,,,70,-80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,268,268
Line,0x117c,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.644048346056,,,,,,,,,,2.617993877992,,,,,,,,,,,,,,79.740169529664,-62.945558367108,0,77.450356493145,-61.62353419408,0,,,78.595263011404,-62.284546280594,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,269,269
Line,0x117d,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.041241452319,,,,,,,,,,2.617993877992,,,,,,,,,,,,,,76.558189014324,-61.108441060021,0,74.790422061358,-60.087820333861,0,,,75.674305537841,-60.598130696941,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,270,270
Line,0x117e,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.715476066494,,,,,,,,,,2.617993877992,,,,,,,,,,,,,,81.327669529664,-62.029014814769,0,76.377922061358,-59.171276781522,0,,,78.852795795511,-60.600145798146,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,271,271
Line,0x117f,*Model_Space,hatch,By Layer,1,By Layer,By Layer,#000000,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.715476066494,,,,,,,,,,2.617993877992,,,,,,,,,,,,,,82.915169529664,-61.112471262431,0,77.965422061358,-58.254733229184,0,,,80.440295795511,-59.683602245807,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,272,272
